TIME s, IN1, IN2
1.528, -1.044976, -0.494772
1.523, -1.050687, -0.523193
1.519, -1.059252, -0.521901
1.514, -1.067817, -0.497356
1.509, -1.076383, -0.523193
1.504, -1.082093, -0.534819
1.499, -1.093514, -0.502523
1.494, -1.099224, -0.506399
1.489, -1.104934, -0.530944
1.484, -1.113499, -0.516733
1.479, -1.122065, -0.502523
1.475, -1.127775, -0.529652
1.47, -1.13634, -0.536111
1.465, -1.142051, -0.503815
1.46, -1.153471, -0.524484
1.455, -1.159181, -0.539986
1.45, -1.167747, -0.518025
1.445, -1.176312, -0.506399
1.44, -1.182022, -0.538695
1.436, -1.193443, -0.533527
1.431, -1.199153, -0.506399
1.426, -1.207719, -0.530944
1.421, -1.213429, -0.543862
1.416, -1.224849, -0.515442
1.411, -1.227705, -0.51415
1.406, -1.23627, -0.543862
1.401, -1.244835, -0.52836
1.396, -1.253401, -0.512858
1.392, -1.261966, -0.54257
1.387, -1.267676, -0.550321
1.382, -1.273387, -0.520609
1.377, -1.284807, -0.537403
1.372, -1.290517, -0.554197
1.367, -1.301938, -0.533527
1.362, -1.304793, -0.520609
1.357, -1.316213, -0.554197
1.353, -1.321924, -0.552905
1.348, -1.330489, -0.520609
1.343, -1.339054, -0.546446
1.338, -1.34762, -0.559364
1.333, -1.35333, -0.534819
1.328, -1.361895, -0.529652
1.323, -1.367606, -0.55678
1.318, -1.376171, -0.546446
1.313, -1.384737, -0.527068
1.309, -1.393302, -0.554197
1.304, -1.401867, -0.564531
1.299, -1.407578, -0.534819
1.294, -1.416143, -0.545154
1.289, -1.421853, -0.565823
1.284, -1.433274, -0.549029
1.279, -1.438984, -0.533527
1.274, -1.447549, -0.563239
1.27, -1.45326, -0.565823
1.265, -1.46468, -0.533527
1.26, -1.47039, -0.55678
1.255, -1.476101, -0.569699
1.25, 0.431124, 1.836987
1.245, 0.499647, 2.321425
1.24, 0.491082, 2.358888
1.235, 0.482516, 2.398935
1.23, 0.473951, 2.419604
1.226, 0.468241, 2.384725
1.221, 0.45682, 2.344678
1.216, 0.45111, 2.345969
1.211, 0.442545, 2.305923
1.206, 0.433979, 2.23358
1.201, 0.428269, 2.210327
1.196, 0.419704, 2.179323
1.191, 0.411138, 2.103105
1.187, 0.402573, 2.042389
1.182, 0.396863, 2.024303
1.177, 0.391152, 1.954544
1.172, 0.379732, 1.879618
1.167, 0.371166, 1.851197
1.162, 0.365456, 1.812442
1.157, 0.356891, 1.727181
1.152, 0.348325, 1.680675
1.147, 0.342615, 1.656131
1.143, 0.33405, 1.574745
1.138, 0.32834, 1.516612
1.133, 0.319774, 1.498527
1.128, 0.308354, 1.441686
1.123, 0.302643, 1.370635
1.118, 0.294078, 1.342215
1.113, 0.285513, 1.312503
1.108, 0.279802, 1.236285
1.104, 0.271237, 1.184611
1.099, 0.262672, 1.174277
1.094, 0.256961, 1.11356
1.089, 0.248396, 1.05672
1.084, 0.236976, 1.038634
1.079, 0.231265, 1.011506
1.074, 0.2227, 0.94433
1.069, 0.21699, 0.905575
1.064, 0.205569, 0.897824
1.06, 0.199859, 0.8384
1.055, 0.191293, 0.794478
1.05, 0.185583, 0.784143
1.045, 0.177018, 0.755723
1.04, 0.168452, 0.69759
1.035, 0.162742, 0.675629
1.03, 0.151322, 0.662711
1.025, 0.145611, 0.608454
1.021, 0.139901, 0.572282
1.016, 0.131336, 0.573574
1.011, 0.12277, 0.538695
1.006, 0.114205, 0.489605
1.001, 0.108495, 0.480562
996.094, 0.099929, 0.470227
991.211, 0.091364, 0.41597
986.328, 0.082799, 0.390134
981.445, 0.077088, 0.400468
976.563, 0.068523, 0.353962
971.68, 0.059958, 0.319083
966.797, 0.054247, 0.321667
961.914, 0.045682, 0.308748
957.031, 0.037117, 0.262242
952.148, 0.028551, 0.251908
947.266, 0.022841, 0.254491
942.383, 0.014276, 0.209277
937.5, 0.00571, 0.179565
932.617, -0.002855, 0.192483
927.734, -0.008565, 0.173106
922.852, -0.017131, 0.127892
917.969, -0.025696, 0.130475
913.086, -0.031406, 0.130475
908.203, -0.039972, 0.086553
903.32, -0.048537, 0.068467
898.438, -0.054247, 0.082677
893.555, -0.062813, 0.04909
888.672, -0.068523, 0.024545
883.789, -0.079944, 0.033588
878.906, -0.088509, 0.033588
874.023, -0.097074, -0.011627
869.141, -0.102785, -0.018086
864.258, -0.11135, -0.002584
859.375, -0.11706, -0.041339
854.492, -0.125626, -0.064592
849.609, -0.131336, -0.046506
844.727, -0.139901, -0.058133
839.844, -0.151322, -0.09172
834.961, -0.157032, -0.087845
830.078, -0.165597, -0.081386
825.195, -0.177018, -0.120141
820.313, -0.182728, -0.134351
815.43, -0.191293, -0.11239
810.547, -0.197004, -0.134351
805.664, -0.202714, -0.161479
800.781, -0.211279, -0.148561
795.898, -0.2227, -0.143394
791.016, -0.22841, -0.182149
786.133, -0.236976, -0.191191
781.25, -0.242686, -0.165355
776.367, -0.248396, -0.200234
771.484, -0.259817, -0.21832
766.602, -0.265527, -0.198942
761.719, -0.274092, -0.201526
756.836, -0.282658, -0.233822
751.953, -0.288368, -0.227363
747.07, -0.299788, -0.21832
742.188, -0.305499, -0.250616
737.305, -0.314064, -0.263534
732.422, -0.319774, -0.241573
727.539, -0.32834, -0.254491
722.656, -0.336905, -0.284203
717.773, -0.34547, -0.269993
712.891, -0.351181, -0.26095
708.008, -0.359746, -0.294538
703.125, -0.365456, -0.300997
698.242, -0.376877, -0.275161
693.359, -0.382587, -0.303581
688.477, -0.391152, -0.322958
683.594, -0.396863, -0.304873
678.711, -0.408283, -0.298414
673.828, -0.413993, -0.332001
668.945, -0.422559, -0.330709
664.063, -0.431124, -0.31004
659.18, -0.436834, -0.343628
654.297, -0.448255, -0.356546
649.414, -0.45111, -0.330709
644.531, -0.462531, -0.341044
639.648, -0.468241, -0.368173
634.766, -0.476806, -0.353962
629.883, -0.482516, -0.339752
625, -0.493937, -0.374632
620.117, -0.499647, -0.381091
615.234, -0.505357, -0.353962
610.352, -0.513923, -0.377215
605.469, -0.522488, -0.391426
600.586, -0.531054, -0.37334
595.703, -0.539619, -0.368173
590.82, -0.548184, -0.400468
585.938, -0.553895, -0.40176
581.055, -0.565315, -0.374632
576.172, -0.56817, -0.403052
571.289, -0.576736, -0.41597
566.406, -0.585301, -0.390134
561.523, -0.591011, -0.395301
556.641, -0.599577, -0.423721
551.758, -0.608142, -0.410803
546.875, -0.616707, -0.396593
541.992, -0.622418, -0.426305
537.109, -0.630983, -0.43664
532.227, -0.636693, -0.408219
527.344, -0.648114, -0.425013
522.461, -0.653824, -0.445683
517.578, -0.662389, -0.425013
512.695, -0.670955, -0.412095
507.813, -0.676665, -0.445683
502.93, -0.688086, -0.444391
498.047, -0.693796, -0.419846
493.164, -0.702361, -0.445683
488.281, -0.710927, -0.459893
483.398, -0.719492, -0.43664
478.516, -0.722347, -0.431472
473.633, -0.733768, -0.461185
468.75, -0.739478, -0.45085
463.867, -0.748043, -0.435348
458.984, -0.756609, -0.462476
454.102, -0.765174, -0.472811
449.219, -0.770884, -0.445683
444.336, -0.77945, -0.452142
439.453, -0.788015, -0.480562
434.57, -0.79658, -0.462476
429.688, -0.802291, -0.449558
424.805, -0.810856, -0.481854
419.922, -0.819421, -0.484438
415.039, -0.825132, -0.457309
410.156, -0.833697, -0.480562
405.273, -0.842262, -0.49348
400.391, -0.845118, -0.470227
395.508, -0.856538, -0.46506
390.625, -0.862248, -0.489605
385.742, -0.870814, -0.484438
380.859, -0.882234, -0.462476
375.977, -0.887944, -0.490897
371.094, -0.89651, -0.503815
366.211, -0.90222, -0.476687
361.328, -0.913641, -0.47927
356.445, -0.919351, -0.503815
351.563, -0.927916, -0.485729
346.68, -0.936482, -0.474103
341.797, -0.942192, -0.503815
336.914, -0.947902, -0.510274
332.031, -0.959323, -0.477978
327.148, -0.965033, -0.501231
322.266, -0.973598, -0.518025
317.383, -0.979308, -0.494772
312.5, -0.990729, -0.484438
307.617, -0.996439, -0.512858
302.734, -1.005005, -0.51415
297.852, -1.010715, -0.484438
292.969, -1.01928, -0.510274
288.086, -1.027846, -0.523193
283.203, -1.036411, -0.49348
278.32, -1.044976, -0.496064
273.438, -1.050687, -0.521901
268.555, -1.059252, -0.508982
263.672, -1.064962, -0.496064
258.789, -1.076383, -0.524484
253.906, -1.082093, -0.532235
249.023, -1.090658, -0.501231
244.141, -1.096369, -0.512858
239.258, -1.104934, -0.534819
234.375, -1.113499, -0.51415
229.492, -1.122065, -0.503815
224.609, -1.127775, -0.534819
219.727, -1.13634, -0.533527
214.844, -1.144906, -0.503815
209.961, -1.153471, -0.529652
205.078, -1.159181, -0.541278
200.195, -1.167747, -0.518025
195.313, -1.173457, -0.512858
190.43, -1.184878, -0.54257
185.547, -1.193443, -0.52836
180.664, -1.199153, -0.510274
175.781, -1.210574, -0.537403
170.898, -1.213429, -0.545154
166.016, -1.221994, -0.516733
161.133, -1.23056, -0.529652
156.25, -1.239125, -0.551613
151.367, -1.244835, -0.532235
146.484, -1.256256, -0.516733
141.602, -1.264821, -0.546446
136.719, -1.270531, -0.550321
131.836, -1.276242, -0.520609
126.953, -1.284807, -0.543862
122.07, -1.293372, -0.555488
117.188, -1.301938, -0.533527
112.305, -1.307648, -0.525776
107.422, -1.316213, -0.552905
102.539, -1.321924, -0.547737
97.656, -1.333344, -0.523193
92.773, -1.339054, -0.550321
87.891, -1.344765, -0.560656
83.008, -1.35333, -0.530944
78.125, -1.361895, -0.536111
73.242, -1.370461, -0.559364
68.359, -1.376171, -0.54257
63.477, -1.387592, -0.52836
58.594, -1.393302, -0.55678
53.711, -1.401867, -0.563239
48.828, -1.407578, -0.530944
43.945, -1.416143, -0.549029
39.063, -1.421853, -0.565823
34.18, -1.433274, -0.541278
29.297, -1.438984, -0.534819
24.414, -1.447549, -0.563239
19.531, -1.45326, -0.558072
14.648, -1.46468, -0.534819
9.766, -1.47039, -0.559364
4.883, -1.478956, -0.572282
0, 0.025696, 1.287958
-4.883, 0.499647, 2.317549
-9.766, 0.488227, 2.355012
-14.648, 0.482516, 2.401518
-19.531, 0.473951, 2.415729
-24.414, 0.468241, 2.379557
-29.297, 0.45682, 2.347261
-34.18, 0.453965, 2.345969
-39.063, 0.442545, 2.300755
-43.945, 0.433979, 2.230996
-48.828, 0.428269, 2.211619
-53.711, 0.419704, 2.176739
-58.594, 0.413993, 2.095354
-63.477, 0.402573, 2.044972
-68.359, 0.396863, 2.023011
-73.242, 0.388297, 1.941626
-78.125, 0.382587, 1.877034
-83.008, 0.371166, 1.853781
-87.891, 0.365456, 1.798232
-92.773, 0.356891, 1.722014
-97.656, 0.351181, 1.685843
-102.539, 0.342615, 1.654839
-107.422, 0.33405, 1.572161
-112.305, 0.32834, 1.514029
-117.188, 0.319774, 1.495943
-122.07, 0.308354, 1.432643
-126.953, 0.302643, 1.365468
-131.836, 0.294078, 1.339631
-136.719, 0.285513, 1.30346
-141.602, 0.279802, 1.231117
-146.484, 0.271237, 1.187195
-151.367, 0.262672, 1.172985
-156.25, 0.256961, 1.105809
-161.133, 0.248396, 1.05672
-166.016, 0.239831, 1.038634
-170.898, 0.231265, 1.005046
-175.781, 0.2227, 0.940455
-180.664, 0.219845, 0.908159
-185.547, 0.211279, 0.895241
-190.43, 0.199859, 0.834524
-195.313, 0.191293, 0.791894
-200.195, 0.185583, 0.785435
-205.078, 0.177018, 0.749263
-209.961, 0.168452, 0.693715
-214.844, 0.159887, 0.679504
-219.727, 0.151322, 0.664002
-224.609, 0.148467, 0.607162
-229.492, 0.137046, 0.573574
-234.375, 0.131336, 0.576158
-239.258, 0.12277, 0.530944
-244.141, 0.114205, 0.487021
-249.023, 0.108495, 0.484438
-253.906, 0.099929, 0.468936
-258.789, 0.091364, 0.418554
-263.672, 0.082799, 0.396593
-268.555, 0.077088, 0.403052
-273.438, 0.068523, 0.353962
-278.32, 0.059958, 0.319083
-283.203, 0.054247, 0.326834
-288.086, 0.042827, 0.308748
-292.969, 0.037117, 0.259659
-297.852, 0.028551, 0.254491
-302.734, 0.022841, 0.253199
-307.617, 0.011421, 0.205402
-312.5, 0.00571, 0.182149
-317.383, -0.002855, 0.193775
-322.266, -0.008565, 0.158896
-327.148, -0.017131, 0.129183
-332.031, -0.022841, 0.134351
-336.914, -0.034262, 0.133059
-341.797, -0.039972, 0.086553
-346.68, -0.048537, 0.071051
-351.563, -0.054247, 0.086553
-356.445, -0.062813, 0.047798
-361.328, -0.071378, 0.021961
-366.211, -0.079944, 0.033588
-371.094, -0.088509, 0.024545
-375.977, -0.097074, -0.01421
-380.859, -0.102785, -0.01421
-385.742, -0.11135, -0.007751
-390.625, -0.119915, -0.046506
-395.508, -0.125626, -0.065884
-400.391, -0.134191, -0.047798
-405.273, -0.142756, -0.069759
-410.156, -0.151322, -0.098179
-415.039, -0.159887, -0.090428
-419.922, -0.168452, -0.085261
-424.805, -0.174163, -0.125308
-429.688, -0.182728, -0.134351
-434.57, -0.191293, -0.111098
-439.453, -0.197004, -0.144685
-444.336, -0.202714, -0.165355
-449.219, -0.211279, -0.148561
-454.102, -0.219845, -0.148561
-458.984, -0.22841, -0.184732
-463.867, -0.236976, -0.18344
-468.75, -0.242686, -0.16923
-473.633, -0.248396, -0.20411
-478.516, -0.259817, -0.220904
-483.398, -0.265527, -0.197651
-488.281, -0.274092, -0.206693
-493.164, -0.282658, -0.240281
-498.047, -0.291223, -0.228655
-502.93, -0.299788, -0.219612
-507.813, -0.305499, -0.254491
-512.695, -0.314064, -0.264826
-517.578, -0.319774, -0.241573
-522.461, -0.331195, -0.264826
-527.344, -0.336905, -0.284203
-532.227, -0.34547, -0.268701
-537.109, -0.354036, -0.263534
-541.992, -0.362601, -0.29583
-546.875, -0.368311, -0.297122
-551.758, -0.376877, -0.275161
-556.641, -0.382587, -0.308748
-561.523, -0.394008, -0.322958
-566.406, -0.399718, -0.299705
-571.289, -0.408283, -0.306165
-576.172, -0.416849, -0.334585
-581.055, -0.422559, -0.321667
-585.938, -0.433979, -0.31004
-590.82, -0.43969, -0.343628
-595.703, -0.448255, -0.352671
-600.586, -0.453965, -0.326834
-605.469, -0.462531, -0.347503
-610.352, -0.471096, -0.364297
-615.234, -0.479661, -0.350087
-620.117, -0.485372, -0.341044
-625, -0.493937, -0.372048
-629.883, -0.499647, -0.375924
-634.766, -0.508213, -0.347503
-639.648, -0.516778, -0.378507
-644.531, -0.525343, -0.391426
-649.414, -0.531054, -0.369464
-654.297, -0.539619, -0.369464
-659.18, -0.548184, -0.397885
-664.063, -0.55675, -0.391426
-668.945, -0.565315, -0.375924
-673.828, -0.571025, -0.405636
-678.711, -0.576736, -0.41597
-683.594, -0.585301, -0.388842
-688.477, -0.591011, -0.40176
-693.359, -0.602432, -0.425013
-698.242, -0.610997, -0.408219
-703.125, -0.616707, -0.395301
-708.008, -0.622418, -0.426305
-712.891, -0.630983, -0.431472
-717.773, -0.639548, -0.403052
-722.656, -0.648114, -0.430181
-727.539, -0.653824, -0.445683
-732.422, -0.662389, -0.421138
-737.305, -0.670955, -0.417262
-742.188, -0.67952, -0.448266
-747.07, -0.688086, -0.441807
-751.953, -0.696651, -0.42243
-756.836, -0.702361, -0.452142
-761.719, -0.708071, -0.463768
-766.602, -0.719492, -0.432764
-771.484, -0.725202, -0.439223
-776.367, -0.733768, -0.470227
-781.25, -0.739478, -0.452142
-786.133, -0.750898, -0.437932
-791.016, -0.756609, -0.468936
-795.898, -0.765174, -0.474103
-800.781, -0.768029, -0.444391
