TIME s, IN1, IN2
1.528, -1.044976, -0.102313
1.523, -1.050687, -0.099213
1.519, -1.062107, -0.108256
1.514, -1.070673, -0.111356
1.509, -1.076383, -0.105672
1.504, -1.082093, -0.113165
1.499, -1.090658, -0.118332
1.494, -1.096369, -0.114456
1.489, -1.107789, -0.113681
1.484, -1.113499, -0.121691
1.479, -1.122065, -0.122207
1.475, -1.127775, -0.11704
1.47, -1.139196, -0.125825
1.465, -1.144906, -0.129442
1.46, -1.153471, -0.122983
1.455, -1.159181, -0.127892
1.45, -1.170602, -0.132025
1.445, -1.179167, -0.131767
1.44, -1.184878, -0.126341
1.436, -1.193443, -0.135126
1.431, -1.199153, -0.137709
1.426, -1.207719, -0.130217
1.421, -1.216284, -0.137193
1.416, -1.224849, -0.140551
1.411, -1.23056, -0.137968
1.406, -1.24198, -0.135643
1.401, -1.24769, -0.142102
1.396, -1.256256, -0.144169
1.392, -1.264821, -0.137451
1.387, -1.270531, -0.144944
1.382, -1.279097, -0.148302
1.377, -1.287662, -0.142618
1.372, -1.293372, -0.144427
1.367, -1.299083, -0.149078
1.362, -1.307648, -0.149078
1.357, -1.316213, -0.142877
1.353, -1.324779, -0.151403
1.348, -1.333344, -0.15347
1.343, -1.339054, -0.14546
1.338, -1.350475, -0.151661
1.333, -1.35333, -0.153987
1.328, -1.364751, -0.152436
1.323, -1.373316, -0.148044
1.318, -1.379026, -0.155278
1.313, -1.390447, -0.15657
1.309, -1.399012, -0.149078
1.304, -1.404722, -0.156312
1.299, -1.410433, -0.159412
1.294, -1.418998, -0.154245
1.289, -1.427563, -0.152436
1.284, -1.436129, -0.158637
1.279, -1.441839, -0.158896
1.274, -1.450404, -0.152436
1.27, -1.456115, -0.159671
1.265, -1.467535, -0.162513
1.26, -1.473245, -0.15502
1.255, -1.481811, -0.157345
1.25, 0.502502, 0.428889
1.245, 0.496792, 0.782076
1.24, 0.488227, 0.859328
1.235, 0.476806, 0.971717
1.23, 0.471096, 1.054653
