TIME s, IN1D, IN2D,TIME sT, IN1T, IN2T
-1.26,0.488227,0.832716,-1.26,0.488227,0.483921
-1.265,0.479661,0.971717,-1.265,0.479661,0.496064
-1.27,0.471096,1.004271,-1.27,0.471096,0.502006
-1.274,0.465386,1.113819,-1.274,0.465386,0.495547
-1.279,0.45682,1.163942,-1.279,0.45682,0.490897
-1.284,0.45111,1.184353,-1.284,0.45111,0.492189
-1.289,0.43969,1.272714,-1.289,0.43969,0.482112
-1.294,0.431124,1.278915,-1.294,0.431124,0.470486
-1.299,0.422559,1.332139,-1.299,0.425414,0.467127
-1.304,0.413993,1.347641,-1.304,0.416849,0.459376
-1.309,0.408283,1.378128,-1.309,0.411138,0.443874
-1.313,0.399718,1.410424,-1.313,0.402573,0.433798
-1.318,0.394008,1.394405,-1.318,0.394008,0.429922
-1.323,0.385442,1.454088,-1.323,0.385442,0.413128
-1.328,0.376877,1.44427,-1.328,0.379732,0.399952
-1.333,0.368311,1.459513,-1.333,0.371166,0.395301
-1.338,0.362601,1.473207,-1.338,0.362601,0.383675
-1.343,0.354036,1.470365,-1.343,0.354036,0.367397
-1.348,0.348325,1.493359,-1.348,0.348325,0.358613
-1.353,0.33976,1.467781,-1.353,0.33976,0.35112
-1.357,0.331195,1.501886,-1.357,0.33405,0.33536
-1.362,0.325484,1.489484,-1.362,0.322629,0.322442
-1.367,0.316919,1.471915,-1.367,0.316919,0.318049
-1.372,0.308354,1.49646,-1.372,0.308354,0.306165
-1.377,0.302643,1.474499,-1.377,0.299788,0.290663
-1.382,0.294078,1.485092,-1.382,0.291223,0.28472
-1.387,0.282658,1.461839,-1.387,0.282658,0.276452
-1.392,0.276947,1.474499,-1.392,0.276947,0.261209
-1.396,0.268382,1.467006,-1.396,0.268382,0.251132
-1.401,0.262672,1.433935,-1.401,0.259817,0.247515
-1.406,0.254106,1.45848,-1.406,0.251251,0.234339
-1.411,0.248396,1.431093,-1.411,0.245541,0.222195
-1.416,0.236976,1.425667,-1.416,0.236976,0.218578
-1.421,0.231265,1.412232,-1.421,0.231265,0.211086
-1.426,0.2227,1.405515,-1.426,0.2227,0.196875
-1.431,0.214135,1.402414,-1.431,0.214135,0.1899
-1.436,0.205569,1.365468,-1.436,0.205569,0.186799
-1.44,0.199859,1.383812,-1.44,0.199859,0.173622
-1.445,0.191293,1.359267,-1.445,0.191293,0.163029
-1.45,0.185583,1.338339,-1.45,0.179873,0.162254
-1.455,0.174163,1.336789,-1.455,0.174163,0.154503
-1.46,0.165597,1.313536,-1.46,0.165597,0.14081
-1.465,0.159887,1.31457,-1.465,0.159887,0.138485
-1.47,0.151322,1.280465,-1.47,0.148467,0.134351
-1.475,0.145611,1.289508,-1.475,0.145611,0.122724
-1.479,0.137046,1.270647,-1.479,0.134191,0.114456
-1.484,0.128481,1.237835,-1.484,0.128481,0.114715
-1.489,0.12277,1.246878,-1.489,0.119915,0.106705
-1.494,0.114205,1.220266,-1.494,0.114205,0.095337
-1.499,0.10564,1.212257,-1.499,0.102785,0.095337
-1.504,0.097074,1.186678,-1.504,0.097074,0.091979
-1.509,0.091364,1.179702,-1.509,0.088509,0.080094
-1.514,0.082799,1.170401,-1.514,0.082799,0.075443
-1.519,0.077088,1.136038,-1.519,0.074233,0.076735
-1.523,0.068523,1.144565,-1.523,0.068523,0.065884
-1.528,0.059958,1.120536,-1.528,0.057103,0.058908
-1.533,0.051392,1.104518,-1.533,0.051392,0.060199
-1.538,0.042827,1.091858,-1.538,0.042827,0.054774
-1.543,0.037117,1.074289,-1.543,0.034262,0.045214
-1.548,0.028551,1.067313,-1.548,0.028551,0.044439
-1.553,0.019986,1.034242,-1.553,0.019986,0.043922
-1.558,0.014276,1.038634,-1.558,0.011421,0.033846
-1.563,0.00571,1.019515,-1.563,0.00571,0.028679
-1.567,-0.002855,0.99497,-1.567,-0.002855,0.031521
-1.572,-0.011421,0.992386,-1.572,-0.011421,0.025062
-1.577,-0.019986,0.970684,-1.577,-0.019986,0.016794
-1.582,-0.025696,0.962674,-1.582,-0.025696,0.018344
-1.587,-0.034262,0.935546,-1.587,-0.034262,0.017311
-1.592,-0.039972,0.932962,-1.592,-0.039972,0.008009
-1.597,-0.048537,0.91901,-1.597,-0.051392,0.004909
-1.602,-0.057103,0.887748,-1.602,-0.057103,0.008268
-1.606,-0.065668,0.893174,-1.606,-0.065668,0.000258
-1.611,-0.071378,0.872246,-1.611,-0.074233,-0.005167
-1.616,-0.079944,0.855452,-1.616,-0.079944,-0.002325
-1.621,-0.088509,0.840725,-1.621,-0.091364,-0.004134
-1.626,-0.094219,0.831682,-1.626,-0.097074,-0.012143
-1.631,-0.10564,0.820573,-1.631,-0.10564,-0.013952
-1.636,-0.11135,0.791636,-1.636,-0.11135,-0.011627
-1.641,-0.119915,0.795511,-1.641,-0.11706,-0.019119
-1.646,-0.125626,0.777425,-1.646,-0.125626,-0.02377
-1.65,-0.134191,0.755206,-1.65,-0.137046,-0.019378
-1.655,-0.142756,0.749263,-1.655,-0.142756,-0.022736
-1.66,-0.151322,0.735828,-1.66,-0.151322,-0.030487
-1.665,-0.159887,0.723943,-1.665,-0.159887,-0.027904
-1.67,-0.165597,0.700174,-1.67,-0.168452,-0.027904
-1.675,-0.177018,0.701207,-1.675,-0.177018,-0.035655
-1.68,-0.182728,0.685188,-1.68,-0.182728,-0.038238
-1.685,-0.191293,0.66116,-1.685,-0.191293,-0.033588
-1.689,-0.197004,0.661419,-1.689,-0.197004,-0.039013
-1.694,-0.208424,0.645142,-1.694,-0.208424,-0.044439
-1.699,-0.214135,0.631965,-1.699,-0.214135,-0.040564
-1.704,-0.2227,0.614396,-1.704,-0.2227,-0.040822
-1.709,-0.22841,0.609487,-1.709,-0.231265,-0.048315
-1.714,-0.236976,0.597344,-1.714,-0.236976,-0.048315
-1.719,-0.242686,0.574608,-1.719,-0.245541,-0.044697
-1.724,-0.251251,0.576158,-1.724,-0.251251,-0.051157
-1.729,-0.259817,0.561172,-1.729,-0.262672,-0.055549
-1.733,-0.265527,0.544637,-1.733,-0.265527,-0.050382
-1.738,-0.276947,0.533269,-1.738,-0.274092,-0.051932
-1.743,-0.285513,0.525259,-1.743,-0.285513,-0.059683
-1.748,-0.291223,0.514408,-1.748,-0.291223,-0.056582
-1.753,-0.299788,0.49348,-1.753,-0.299788,-0.05529
-1.758,-0.305499,0.493739,-1.758,-0.305499,-0.062266
-1.763,-0.316919,0.482112,-1.763,-0.314064,-0.06485
-1.768,-0.319774,0.463251,-1.768,-0.322629,-0.059683
-1.772,-0.331195,0.458601,-1.772,-0.331195,-0.064592
-1.777,-0.336905,0.447491,-1.777,-0.33976,-0.069501
-1.782,-0.34547,0.435865,-1.782,-0.34547,-0.065108
-1.787,-0.351181,0.418812,-1.787,-0.356891,-0.064333
-1.792,-0.359746,0.416745,-1.792,-0.359746,-0.071051
-1.797,-0.365456,0.406411,-1.797,-0.365456,-0.071309
-1.802,-0.374022,0.387033,-1.802,-0.376877,-0.0664
-1.807,-0.382587,0.385741,-1.807,-0.382587,-0.072343
-1.812,-0.391152,0.376182,-1.812,-0.391152,-0.07596
-1.816,-0.396863,0.362747,-1.816,-0.399718,-0.070792
-1.821,-0.408283,0.350604,-1.821,-0.408283,-0.071051
-1.826,-0.413993,0.347245,-1.826,-0.413993,-0.07751
-1.831,-0.422559,0.335877,-1.831,-0.422559,-0.075443
-1.836,-0.431124,0.318308,-1.836,-0.433979,-0.072343
-1.841,-0.436834,0.319083,-1.841,-0.43969,-0.078285
-1.846,-0.4454,0.31004,-1.846,-0.448255,-0.081127
-1.851,-0.453965,0.292729,-1.851,-0.453965,-0.075185
-1.855,-0.462531,0.288337,-1.855,-0.465386,-0.077768
-1.86,-0.468241,0.282912,-1.86,-0.468241,-0.083452
-1.865,-0.479661,0.270768,-1.865,-0.479661,-0.07906
-1.87,-0.485372,0.256558,-1.87,-0.485372,-0.07751
-1.875,-0.491082,0.257592,-1.875,-0.493937,-0.083969
-1.88,-0.499647,0.248549,-1.88,-0.499647,-0.085519
-1.885,-0.508213,0.231755,-1.885,-0.508213,-0.079835
-1.89,-0.516778,0.229946,-1.89,-0.516778,-0.085003
-1.895,-0.525343,0.224004,-1.895,-0.525343,-0.088878
-1.899,-0.531054,0.210052,-1.899,-0.533909,-0.083452
-1.904,-0.539619,0.199976,-1.904,-0.539619,-0.083194
-1.909,-0.548184,0.199717,-1.909,-0.548184,-0.089395
-1.914,-0.553895,0.188349,-1.914,-0.55675,-0.087586
-1.919,-0.56246,0.175689,-1.919,-0.565315,-0.084744
-1.924,-0.571025,0.174914,-1.924,-0.571025,-0.090687
-1.929,-0.576736,0.16923,-1.929,-0.576736,-0.093012
-1.934,-0.585301,0.156312,-1.934,-0.585301,-0.086811
-1.938,-0.591011,0.149078,-1.938,-0.593866,-0.088361
-1.943,-0.602432,0.148302,-1.943,-0.602432,-0.095337
-1.948,-0.610997,0.137193,-1.948,-0.610997,-0.091203
-1.953,-0.616707,0.125825,-1.953,-0.616707,-0.088878
-1.958,-0.622418,0.126341,-1.958,-0.625273,-0.094821
-1.963,-0.630983,0.119624,-1.963,-0.633838,-0.096112
-1.968,-0.639548,0.107481,-1.968,-0.639548,-0.09017
-1.973,-0.648114,0.104122,-1.973,-0.648114,-0.093529
-1.978,-0.656679,0.101538,-1.978,-0.659534,-0.098179
-1.982,-0.662389,0.09017,-1.982,-0.662389,-0.093012
-1.987,-0.670955,0.081644,-1.987,-0.67381,-0.09172
-1.992,-0.67952,0.082677,-1.992,-0.682375,-0.097921
-1.997,-0.688086,0.07441,-1.997,-0.688086,-0.097404
-2.002,-0.693796,0.063817,-2.002,-0.696651,-0.092495
-2.007,-0.702361,0.062783,-2.007,-0.705216,-0.097921
-2.012,-0.708071,0.060716,-2.012,-0.710927,-0.100763
-2.017,-0.719492,0.048573,-2.017,-0.719492,-0.094304
-2.021,-0.725202,0.042372,-2.021,-0.728057,-0.095079
-2.026,-0.733768,0.044956,-2.026,-0.736623,-0.100505
-2.031,-0.739478,0.034621,-2.031,-0.739478,-0.096888
-2.036,-0.748043,0.026612,-2.036,-0.748043,-0.094562
-2.041,-0.753753,0.02687,-2.041,-0.756609,-0.100505
-2.046,-0.762319,0.024028,-2.046,-0.765174,-0.102313
-2.051,-0.770884,0.013177,-2.051,-0.770884,-0.096112
-2.056,-0.782305,0.00956,-2.056,-0.782305,-0.09973
-2.061,-0.788015,0.010593,-2.061,-0.788015,-0.10438
-2.065,-0.79658,0.000258,-2.065,-0.79658,-0.099213
-2.07,-0.805146,-0.007234,-2.07,-0.805146,-0.097146
-2.075,-0.810856,-0.004392,-2.075,-0.810856,-0.103347
-2.08,-0.816566,-0.00956,-2.08,-0.819421,-0.103863
-2.085,-0.825132,-0.019636,-2.085,-0.827987,-0.097404
-2.09,-0.830842,-0.020669,-2.09,-0.833697,-0.10283
-2.095,-0.842262,-0.019636,-2.095,-0.842262,-0.106189
-2.1,-0.850828,-0.031521,-2.1,-0.850828,-0.099471
-2.104,-0.856538,-0.036171,-2.104,-0.859393,-0.099213
-2.109,-0.865103,-0.031779,-2.109,-0.865103,-0.105155
-2.114,-0.873669,-0.040305,-2.114,-0.870814,-0.103605
-2.119,-0.882234,-0.047023,-2.119,-0.882234,-0.09973
-2.124,-0.8908,-0.046764,-2.124,-0.8908,-0.105155
-2.129,-0.89651,-0.046248,-2.129,-0.89651,-0.107739
-2.134,-0.905075,-0.056066,-2.134,-0.90793,-0.101021
-2.139,-0.913641,-0.059941,-2.139,-0.913641,-0.103088
-2.144,-0.919351,-0.056066,-2.144,-0.922206,-0.109031
-2.148,-0.927916,-0.065625,-2.148,-0.930771,-0.104897
-2.153,-0.936482,-0.070792,-2.153,-0.936482,-0.103088
-2.158,-0.942192,-0.068209,-2.158,-0.945047,-0.109289
-2.163,-0.950757,-0.071051,-2.163,-0.953612,-0.110064
-2.168,-0.959323,-0.078285,-2.168,-0.959323,-0.103863
-2.173,-0.965033,-0.07906,-2.173,-0.965033,-0.108256
-2.178,-0.973598,-0.076735,-2.178,-0.976453,-0.111614
-2.183,-0.979308,-0.085778,-2.183,-0.982164,-0.106447
-2.188,-0.987874,-0.089912,-2.188,-0.990729,-0.105414
-2.192,-0.993584,-0.084744,-2.192,-0.999294,-0.111356
-2.197,-1.005005,-0.091203,-2.197,-1.005005,-0.109289
-2.202,-1.010715,-0.096112,-2.202,-1.01357,-0.104639
-2.207,-1.01928,-0.096112,-2.207,-1.022135,-0.110064
-2.212,-1.027846,-0.093529,-2.212,-1.030701,-0.11239
-2.217,-1.036411,-0.102313,-2.217,-1.036411,-0.105414
-2.222,-1.044976,-0.105155,-2.222,-1.044976,-0.105414
-2.227,-1.053542,-0.098954,-2.227,-1.056397,-0.111873
-2.231,-1.062107,-0.107481,-2.231,-1.062107,-0.107222
-2.236,-1.064962,-0.111098,-2.236,-1.070673,-0.10438
-2.241,-1.076383,-0.108256,-2.241,-1.076383,-0.110839
-2.246,-1.082093,-0.108514,-2.246,-1.084948,-0.111873
-2.251,-1.090658,-0.11549,-2.251,-1.093514,-0.105672
-2.256,-1.099224,-0.116782,-2.256,-1.099224,-0.109289
-2.261,-1.104934,-0.112648,-2.261,-1.107789,-0.112131
-2.266,-1.113499,-0.120916,-2.266,-1.113499,-0.107222
-2.271,-1.122065,-0.124274,-2.271,-1.12492,-0.105672
-2.275,-1.127775,-0.118849,-2.275,-1.13063,-0.111614
-2.28,-1.13634,-0.121691,-2.28,-1.139196,-0.110581
-2.285,-1.144906,-0.126858,-2.285,-1.144906,-0.104897
-2.29,-1.153471,-0.127375,-2.29,-1.153471,-0.110323
-2.295,-1.162037,-0.122724,-2.295,-1.162037,-0.112648
-2.3,-1.167747,-0.132025,-2.3,-1.170602,-0.106705
-2.305,-1.179167,-0.134351,-2.305,-1.179167,-0.106447
-2.31,-1.184878,-0.127375,-2.31,-1.184878,-0.11239
-2.314,-1.193443,-0.133834,-2.314,-1.193443,-0.109547
-2.319,-1.199153,-0.137451,-2.319,-1.202008,-0.106189
-2.324,-1.207719,-0.134867,-2.324,-1.210574,-0.111614
-2.329,-1.216284,-0.132284,-2.329,-1.216284,-0.113423
-2.334,-1.224849,-0.139001,-2.334,-1.224849,-0.106964
-2.339,-1.23056,-0.140551,-2.339,-1.23056,-0.109547
-2.344,-1.239125,-0.133834,-2.344,-1.239125,-0.114198
-2.349,-1.24769,-0.14236,-2.349,-1.24769,-0.108514
-2.354,-1.253401,-0.144944,-2.354,-1.256256,-0.106705
-2.358,-1.261966,-0.140551,-2.358,-1.264821,-0.113165
-2.363,-1.270531,-0.140551,-2.363,-1.270531,-0.113681
-2.368,-1.279097,-0.147269,-2.368,-1.281952,-0.106964
-2.373,-1.287662,-0.146752,-2.373,-1.287662,-0.111873
-2.378,-1.293372,-0.141327,-2.378,-1.293372,-0.114973
-2.383,-1.301938,-0.149336,-2.383,-1.301938,-0.108514
-2.388,-1.307648,-0.151145,-2.388,-1.310503,-0.108256
-2.393,-1.316213,-0.145202,-2.393,-1.319069,-0.11394
-2.397,-1.324779,-0.149853,-2.397,-1.324779,-0.111098
-2.402,-1.333344,-0.152436,-2.402,-1.333344,-0.107739
-2.407,-1.339054,-0.151661,-2.407,-1.339054,-0.112648
-2.412,-1.34762,-0.147011,-2.412,-1.34762,-0.115232
-2.417,-1.35333,-0.154245,-2.417,-1.35333,-0.108514
-2.422,-1.361895,-0.155795,-2.422,-1.364751,-0.110064
-2.427,-1.370461,-0.147786,-2.427,-1.373316,-0.116523
-2.432,-1.379026,-0.155278,-2.432,-1.379026,-0.111614
-2.437,-1.387592,-0.157862,-2.437,-1.387592,-0.108514
-2.441,-1.393302,-0.154245,-2.441,-1.396157,-0.114198
-2.446,-1.401867,-0.152178,-2.446,-1.404722,-0.11549
-2.451,-1.410433,-0.157345,-2.451,-1.410433,-0.108772
-2.456,-1.418998,-0.15812,-2.456,-1.418998,-0.112648
-2.461,-1.424708,-0.15192,-2.461,-1.424708,-0.116265
-2.466,-1.436129,-0.159154,-2.466,-1.433274,-0.111098
-2.471,-1.438984,-0.160446,-2.471,-1.438984,-0.109031
-2.476,-1.450404,-0.154245,-2.476,-1.450404,-0.11549
-2.48,-1.456115,-0.156312,-2.48,-1.456115,-0.114198
-2.485,-1.46468,-0.160704,-2.485,-1.46468,-0.109031
-2.49,-1.47039,-0.159154,-2.49,-1.47039,-0.114715
-2.495,-1.481811,-0.153987,-2.495,-1.476101,-0.11704
