TIME s, IN1D,IN2D,TIME sT,IN1T, IN2T
283.203,-1.039266,-0.134092,283.203,-1.036411,-0.109289
278.32,-1.047832,-0.129442,278.32,-1.047832,-0.107481
273.438,-1.053542,-0.135126,273.438,-1.056397,-0.113423
268.555,-1.062107,-0.138743,268.555,-1.062107,-0.113165
263.672,-1.070673,-0.139001,263.672,-1.070673,-0.107222
258.789,-1.076383,-0.136159,258.789,-1.079238,-0.112131
253.906,-1.084948,-0.144685,253.906,-1.084948,-0.115232
249.023,-1.093514,-0.146494,249.023,-1.093514,-0.109031
244.141,-1.099224,-0.140293,244.141,-1.099224,-0.108514
239.258,-1.107789,-0.149594,239.258,-1.110644,-0.114456
234.375,-1.113499,-0.150628,234.375,-1.113499,-0.111356
229.492,-1.122065,-0.148819,229.492,-1.12492,-0.107997
224.609,-1.13063,-0.147786,224.609,-1.13063,-0.112906
219.727,-1.139196,-0.153728,219.727,-1.139196,-0.11549
214.844,-1.144906,-0.154762,214.844,-1.144906,-0.109031
209.961,-1.153471,-0.149078,209.961,-1.153471,-0.110323
205.078,-1.162037,-0.158896,205.078,-1.162037,-0.116007
200.195,-1.170602,-0.159671,200.195,-1.170602,-0.111614
195.313,-1.179167,-0.155537,195.313,-1.179167,-0.109547
190.43,-1.184878,-0.159154,190.43,-1.187733,-0.11549
185.547,-1.196298,-0.161996,185.547,-1.193443,-0.115748
180.664,-1.202008,-0.161738,180.664,-1.202008,-0.109806
175.781,-1.210574,-0.157345,175.781,-1.210574,-0.114198
170.898,-1.216284,-0.165871,170.898,-1.216284,-0.117298
166.016,-1.224849,-0.166647,166.016,-1.224849,-0.111873
161.133,-1.233415,-0.159154,161.133,-1.233415,-0.110581
156.25,-1.24198,-0.16768,156.25,-1.24198,-0.116523
151.367,-1.24769,-0.16768,151.367,-1.24769,-0.115232
146.484,-1.256256,-0.166647,146.484,-1.256256,-0.110064
141.602,-1.267676,-0.164063,141.602,-1.267676,-0.114973
136.719,-1.270531,-0.170005,136.719,-1.273387,-0.117815
131.836,-1.279097,-0.171297,131.836,-1.281952,-0.111614
126.953,-1.287662,-0.164063,126.953,-1.287662,-0.112131
122.07,-1.293372,-0.172847,122.07,-1.293372,-0.117815
117.188,-1.301938,-0.172847,117.188,-1.304793,-0.113681
112.305,-1.313358,-0.168713,112.305,-1.313358,-0.111098
107.422,-1.319069,-0.170264,107.422,-1.319069,-0.116265
102.539,-1.327634,-0.174139,102.539,-1.324779,-0.118074
97.656,-1.333344,-0.173881,97.656,-1.333344,-0.111356
92.773,-1.339054,-0.168197,92.773,-1.34191,-0.114973
87.891,-1.350475,-0.176981,87.891,-1.350475,-0.119107
83.008,-1.356185,-0.177498,83.008,-1.356185,-0.113423
78.125,-1.364751,-0.170522,78.125,-1.364751,-0.111873
73.242,-1.373316,-0.176464,73.242,-1.373316,-0.117815
68.359,-1.379026,-0.178015,68.359,-1.379026,-0.118332
63.477,-1.387592,-0.176981,63.477,-1.390447,-0.111614
58.594,-1.396157,-0.172847,58.594,-1.399012,-0.11704
53.711,-1.404722,-0.18034,53.711,-1.404722,-0.119624
48.828,-1.413288,-0.18034,48.828,-1.413288,-0.113165
43.945,-1.418998,-0.173106,43.945,-1.418998,-0.112906
39.063,-1.424708,-0.181632,39.063,-1.427563,-0.119107
34.18,-1.436129,-0.18189,34.18,-1.436129,-0.115748
29.297,-1.441839,-0.178273,29.297,-1.444694,-0.112906
24.414,-1.450404,-0.17724,24.414,-1.450404,-0.118074
19.531,-1.456115,-0.18189,19.531,-1.456115,-0.120399
14.648,-1.46468,-0.181632,14.648,-1.467535,-0.113681
9.766,-1.47039,-0.175173,9.766,-1.473245,-0.115232
4.883,-1.481811,-0.184215,4.883,-1.481811,-0.121174
0,0.502502,0.483404,0,0.502502,0.430956
-4.883,0.493937,0.909709,-4.883,0.496792,0.489088
-9.766,0.488227,1.08669,-9.766,0.488227,0.509241
-14.648,0.479661,1.187195,-14.648,0.479661,0.524743
-19.531,0.471096,1.391563,-19.531,0.471096,0.538436
-24.414,0.465386,1.43626,-24.414,0.465386,0.536369
-29.297,0.45682,1.563118,-29.297,0.45682,0.531977
-34.18,0.45111,1.640112,-34.18,0.45111,0.534561
-39.063,0.43969,1.712713,-39.063,0.442545,0.530168
-43.945,0.431124,1.812442,-43.945,0.431124,0.516992
-48.828,0.425414,1.813476,-48.828,0.425414,0.510791
-53.711,0.416849,1.935683,-53.711,0.416849,0.506399
-58.594,0.408283,1.952994,-58.594,0.411138,0.489863
-63.477,0.399718,1.981673,-63.477,0.402573,0.477203
-68.359,0.394008,2.048331,-68.359,0.396863,0.473069
-73.242,0.385442,2.053757,-73.242,0.388297,0.459118
-78.125,0.379732,2.11654,-78.125,0.379732,0.442065
-83.008,0.368311,2.100004,-83.008,0.371166,0.434831
-87.891,0.362601,2.11654,-87.891,0.362601,0.42398
-92.773,0.354036,2.11654,-92.773,0.354036,0.405894
-97.656,0.348325,2.11654,-97.656,0.348325,0.392976
-102.539,0.33976,2.11654,-102.539,0.33976,0.387033
-107.422,0.33405,2.11654,-107.422,0.33405,0.369981
-112.305,0.322629,2.11654,-112.305,0.325484,0.354479
-117.188,0.319774,2.11654,-117.188,0.316919,0.34802
-122.07,0.308354,2.11654,-122.07,0.308354,0.33691
-126.953,0.302643,2.11654,-126.953,0.302643,0.319341
-131.836,0.294078,2.11654,-131.836,0.294078,0.308231
-136.719,0.282658,2.11654,-136.719,0.282658,0.302289
-141.602,0.276947,2.11654,-141.602,0.276947,0.28627
-146.484,0.268382,2.11654,-146.484,0.268382,0.272577
-151.367,0.262672,2.11654,-151.367,0.262672,0.267668
-156.25,0.254106,2.11654,-156.25,0.256961,0.256558
-161.133,0.245541,2.11654,-161.133,0.248396,0.241056
-166.016,0.236976,2.11654,-166.016,0.236976,0.23408
-170.898,0.231265,2.11654,-170.898,0.231265,0.226588
-175.781,0.2227,2.11654,-175.781,0.2227,0.211861
-180.664,0.214135,2.11654,-180.664,0.21699,0.200751
-185.547,0.205569,2.11654,-185.547,0.205569,0.197651
-190.43,0.199859,2.090703,-190.43,0.199859,0.186799
-195.313,0.188438,2.097162,-195.313,0.191293,0.173364
-200.195,0.179873,2.056857,-200.195,0.185583,0.169747
-205.078,0.174163,2.055565,-205.078,0.177018,0.163288
-209.961,0.168452,2.037997,-209.961,0.168452,0.149336
-214.844,0.159887,1.987873,-214.844,0.162742,0.141327
-219.727,0.151322,2.011385,-219.727,0.151322,0.139776
-224.609,0.142756,1.965137,-224.609,0.145611,0.127633
-229.492,0.137046,1.947827,-229.492,0.137046,0.117557
-234.375,0.128481,1.929999,-234.375,0.128481,0.116265
-239.258,0.12277,1.90778,-239.258,0.119915,0.110581
-244.141,0.114205,1.897703,-244.141,0.11135,0.097404
-249.023,0.10564,1.847064,-249.023,0.10564,0.094304
-253.906,0.099929,1.861532,-253.906,0.097074,0.091979
-258.789,0.088509,1.820969,-258.789,0.088509,0.081386
-263.672,0.082799,1.787639,-263.672,0.082799,0.072601
-268.555,0.074233,1.785831,-268.555,0.074233,0.073635
-273.438,0.068523,1.749659,-273.438,0.068523,0.067434
-278.32,0.057103,1.739066,-278.32,0.057103,0.055807
-283.203,0.051392,1.695919,-283.203,0.051392,0.055807
-288.086,0.042827,1.697211,-288.086,0.042827,0.053224
-292.969,0.034262,1.666723,-292.969,0.034262,0.041597
-297.852,0.025696,1.62306,-297.852,0.028551,0.037205
-302.734,0.019986,1.629519,-302.734,0.019986,0.039272
-307.617,0.011421,1.587922,-307.617,0.011421,0.029712
-312.5,0.00571,1.571128,-312.5,0.00571,0.022736
-317.383,-0.002855,1.540382,-317.383,0,0.024028
-322.266,-0.011421,1.521263,-322.266,-0.011421,0.020928
-327.148,-0.019986,1.504986,-327.148,-0.017131,0.011627
-332.031,-0.025696,1.460547,-332.031,-0.025696,0.009301
-336.914,-0.034262,1.466489,-336.914,-0.034262,0.01111
-341.797,-0.039972,1.428251,-341.797,-0.042827,0.001809
-346.68,-0.048537,1.402156,-346.68,-0.051392,-0.003876
-351.563,-0.054247,1.385104,-351.563,-0.054247,-0.000775
-356.445,-0.065668,1.3572,-356.445,-0.065668,-0.004651
-361.328,-0.074233,1.343507,-361.328,-0.071378,-0.013435
-366.211,-0.079944,1.303202,-366.211,-0.079944,-0.011627
-371.094,-0.088509,1.300101,-371.094,-0.088509,-0.011885
-375.977,-0.097074,1.272198,-375.977,-0.097074,-0.020153
-380.859,-0.10564,1.23861,-380.859,-0.102785,-0.024286
-385.742,-0.11135,1.232926,-385.742,-0.11135,-0.020669
-390.625,-0.119915,1.200113,-390.625,-0.119915,-0.026095
-395.508,-0.128481,1.18487,-395.508,-0.128481,-0.032813
-400.391,-0.137046,1.153091,-400.391,-0.134191,-0.029712
-405.273,-0.142756,1.140689,-405.273,-0.142756,-0.030229
-410.156,-0.151322,1.12002,-410.156,-0.151322,-0.038497
-415.039,-0.162742,1.084365,-415.039,-0.162742,-0.040822
-419.922,-0.168452,1.082298,-419.922,-0.168452,-0.03643
-424.805,-0.177018,1.052069,-424.805,-0.177018,-0.043664
-429.688,-0.182728,1.031658,-429.688,-0.182728,-0.048056
-434.57,-0.194149,1.009955,-434.57,-0.194149,-0.044181
-439.453,-0.199859,0.991353,-439.453,-0.199859,-0.045214
-444.336,-0.208424,0.973267,-444.336,-0.205569,-0.052965
-449.219,-0.214135,0.938905,-449.219,-0.214135,-0.051673
-454.102,-0.2227,0.936838,-454.102,-0.2227,-0.05064
-458.984,-0.22841,0.911518,-458.984,-0.22841,-0.057357
-463.867,-0.236976,0.881547,-463.867,-0.239831,-0.060716
-468.75,-0.245541,0.874055,-468.75,-0.245541,-0.055549
-473.633,-0.251251,0.850802,-473.633,-0.251251,-0.058908
-478.516,-0.259817,0.831166,-478.516,-0.259817,-0.066142
-483.398,-0.265527,0.805587,-483.398,-0.265527,-0.062266
-488.281,-0.276947,0.799128,-488.281,-0.276947,-0.061233
-493.164,-0.285513,0.775875,-493.164,-0.285513,-0.068467
-498.047,-0.291223,0.747713,-498.047,-0.291223,-0.069759
-502.93,-0.299788,0.743838,-502.93,-0.299788,-0.064592
-507.813,-0.305499,0.721618,-507.813,-0.305499,-0.070017
-512.695,-0.316919,0.699915,-512.695,-0.314064,-0.074151
-517.578,-0.322629,0.681313,-517.578,-0.319774,-0.069759
-522.461,-0.331195,0.670978,-522.461,-0.331195,-0.069501
-527.344,-0.336905,0.650051,-527.344,-0.336905,-0.076735
-532.227,-0.34547,0.624989,-532.227,-0.34547,-0.07596
-537.109,-0.354036,0.621372,-537.109,-0.354036,-0.072084
-541.992,-0.359746,0.600186,-541.992,-0.362601,-0.078543
-546.875,-0.368311,0.578483,-546.875,-0.368311,-0.081644
-551.758,-0.376877,0.56634,-551.758,-0.376877,-0.075701
-556.641,-0.382587,0.550579,-556.641,-0.382587,-0.078027
-561.523,-0.394008,0.534044,-561.523,-0.391152,-0.083711
-566.406,-0.399718,0.512083,-566.406,-0.396863,-0.079835
-571.289,-0.408283,0.50614,-571.289,-0.408283,-0.078802
-576.172,-0.416849,0.48883,-576.172,-0.413993,-0.085003
-581.055,-0.422559,0.467385,-581.055,-0.422559,-0.086553
-585.938,-0.431124,0.460409,-585.938,-0.431124,-0.081386
-590.82,-0.43969,0.444391,-590.82,-0.43969,-0.085778
-595.703,-0.448255,0.42708,-595.703,-0.448255,-0.089653
-600.586,-0.453965,0.410286,-600.586,-0.453965,-0.085003
-605.469,-0.462531,0.403569,-605.469,-0.462531,-0.083969
-610.352,-0.468241,0.386258,-610.352,-0.471096,-0.090687
-615.234,-0.476806,0.367914,-615.234,-0.479661,-0.090945
-620.117,-0.485372,0.361972,-620.117,-0.485372,-0.085519
-625,-0.493937,0.348795,-625,-0.493937,-0.091203
-629.883,-0.499647,0.330968,-629.883,-0.499647,-0.094045
-634.766,-0.508213,0.319083,-634.766,-0.508213,-0.087845
-639.648,-0.516778,0.311849,-639.648,-0.516778,-0.089137
-644.531,-0.525343,0.295313,-644.531,-0.525343,-0.095596
-649.414,-0.533909,0.278261,-649.414,-0.533909,-0.091979
-654.297,-0.539619,0.275161,-654.297,-0.539619,-0.090428
-659.18,-0.551039,0.262242,-659.18,-0.551039,-0.095596
-664.063,-0.553895,0.245707,-664.063,-0.55675,-0.098179
-668.945,-0.565315,0.237439,-668.945,-0.565315,-0.091979
-673.828,-0.571025,0.22943,-673.828,-0.571025,-0.094821
-678.711,-0.576736,0.213669,-678.711,-0.576736,-0.09973
-683.594,-0.588156,0.199717,-683.594,-0.585301,-0.095079
-688.477,-0.593866,0.197134,-688.477,-0.593866,-0.093529
-693.359,-0.602432,0.183957,-693.359,-0.602432,-0.09973
-698.242,-0.610997,0.168713,-698.242,-0.610997,-0.100246
-703.125,-0.616707,0.164063,-703.125,-0.616707,-0.094304
-708.008,-0.622418,0.156829,-708.008,-0.622418,-0.100246
-712.891,-0.633838,0.14081,-712.891,-0.633838,-0.103088
-717.773,-0.639548,0.131509,-717.773,-0.639548,-0.097663
-722.656,-0.648114,0.129958,-722.656,-0.648114,-0.097146
-727.539,-0.656679,0.11394,-727.539,-0.659534,-0.103605
-732.422,-0.662389,0.103347,-732.422,-0.665245,-0.101021
-737.305,-0.670955,0.100246,-737.305,-0.67381,-0.097404
-742.188,-0.682375,0.09327,-742.188,-0.682375,-0.102572
-747.07,-0.688086,0.078802,-747.07,-0.690941,-0.104897
-751.953,-0.696651,0.072343,-751.953,-0.696651,-0.098696
-756.836,-0.702361,0.070534,-756.836,-0.702361,-0.100246
-761.719,-0.710927,0.055032,-761.719,-0.710927,-0.106447
-766.602,-0.719492,0.046764,-766.602,-0.719492,-0.101538
-771.484,-0.725202,0.046506,-771.484,-0.725202,-0.09973
-776.367,-0.733768,0.035913,-776.367,-0.736623,-0.105672
-781.25,-0.739478,0.026095,-781.25,-0.742333,-0.107222
-786.133,-0.748043,0.021961,-786.133,-0.748043,-0.09973
-791.016,-0.756609,0.018861,-791.016,-0.756609,-0.105672
-795.898,-0.765174,0.005684,-795.898,-0.765174,-0.107739
-800.781,-0.773739,-0.001033,-800.781,-0.770884,-0.102572
-805.664,-0.782305,0.000517,-805.664,-0.782305,-0.101796
-810.547,-0.79087,-0.012402,-810.547,-0.788015,-0.106964
-815.43,-0.79658,-0.018602,-815.43,-0.79658,-0.107481
-820.313,-0.805146,-0.021186,-820.313,-0.805146,-0.101021
-825.195,-0.813711,-0.024028,-825.195,-0.810856,-0.107222
-830.078,-0.822277,-0.034363,-830.078,-0.822277,-0.109289
-834.961,-0.827987,-0.040047,-834.961,-0.827987,-0.103347
-839.844,-0.836552,-0.037722,-839.844,-0.836552,-0.10438
-844.727,-0.842262,-0.050382,-844.727,-0.842262,-0.109806
-849.609,-0.853683,-0.05529,-849.609,-0.850828,-0.106705
-854.492,-0.859393,-0.054515,-854.492,-0.859393,-0.103347
-859.375,-0.867959,-0.059683,-859.375,-0.867959,-0.109289
-864.258,-0.876524,-0.067175,-864.258,-0.873669,-0.110581
-869.141,-0.885089,-0.070534,-869.141,-0.882234,-0.103863
-874.023,-0.893655,-0.069501,-874.023,-0.893655,-0.107481
-878.906,-0.899365,-0.080869,-878.906,-0.89651,-0.111873
-883.789,-0.90793,-0.085261,-883.789,-0.90793,-0.106447
-888.672,-0.913641,-0.081902,-888.672,-0.913641,-0.104897
-893.555,-0.922206,-0.090428,-893.555,-0.922206,-0.110839
-898.438,-0.930771,-0.095337,-898.438,-0.930771,-0.110323
-903.32,-0.939337,-0.096371,-903.32,-0.936482,-0.104639
-908.203,-0.945047,-0.095854,-908.203,-0.945047,-0.109289
-913.086,-0.950757,-0.10593,-913.086,-0.953612,-0.113165
-917.969,-0.959323,-0.108772,-917.969,-0.959323,-0.106447
-922.852,-0.965033,-0.103863,-922.852,-0.965033,-0.107222
-927.734,-0.976453,-0.114456,-927.734,-0.973598,-0.112131
-932.617,-0.985019,-0.117298,-932.617,-0.982164,-0.109031
-937.5,-0.990729,-0.11549,-937.5,-0.990729,-0.106964
-942.383,-1.002149,-0.116265,-942.383,-0.996439,-0.111614
-947.266,-1.00786,-0.124016,-947.266,-1.005005,-0.114198
-952.148,-1.016425,-0.125308,-952.148,-1.01357,-0.107481
-957.031,-1.022135,-0.121691,-957.031,-1.022135,-0.109289
-961.914,-1.033556,-0.132025,-961.914,-1.030701,-0.115232
-966.797,-1.039266,-0.133834,-966.797,-1.036411,-0.110064
-971.68,-1.047832,-0.1297,-971.68,-1.047832,-0.108256
-976.563,-1.056397,-0.135901,-976.563,-1.053542,-0.114198
-981.445,-1.062107,-0.138743,-981.445,-1.062107,-0.114456
-986.328,-1.070673,-0.138743,-986.328,-1.073528,-0.108256
-991.211,-1.076383,-0.135901,-991.211,-1.079238,-0.112131
-996.094,-1.084948,-0.144944,-996.094,-1.084948,-0.116007
-1.001,-1.093514,-0.146494,-1.001,-1.093514,-0.110323
-1.006,-1.099224,-0.140551,-1.006,-1.099224,-0.109031
-1.011,-1.107789,-0.149336,-1.011,-1.110644,-0.114973
-1.016,-1.113499,-0.150369,-1.016,-1.113499,-0.113423
-1.021,-1.12492,-0.149078,-1.021,-1.12492,-0.108514
-1.025,-1.133485,-0.148044,-1.025,-1.13063,-0.113681
-1.03,-1.139196,-0.153987,-1.03,-1.139196,-0.116007
-1.035,-1.147761,-0.155537,-1.035,-1.144906,-0.110064
-1.04,-1.156326,-0.149594,-1.04,-1.156326,-0.111356
-1.045,-1.164892,-0.158896,-1.045,-1.164892,-0.116782
-1.05,-1.170602,-0.159671,-1.05,-1.170602,-0.11239
-1.055,-1.179167,-0.155278,-1.055,-1.182022,-0.110323
-1.06,-1.187733,-0.15812,-1.06,-1.184878,-0.11549
-1.064,-1.193443,-0.161996,-1.064,-1.193443,-0.116782
-1.069,-1.199153,-0.161479,-1.069,-1.202008,-0.110323
-1.074,-1.210574,-0.157087,-1.074,-1.210574,-0.11394
-1.079,-1.216284,-0.16613,-1.079,-1.216284,-0.117815
-1.084,-1.224849,-0.166905,-1.084,-1.224849,-0.11239
-1.089,-1.233415,-0.160187,-1.089,-1.233415,-0.111098
-1.094,-1.24198,-0.167163,-1.094,-1.239125,-0.11704
-1.099,-1.24769,-0.168455,-1.099,-1.24769,-0.116782
-1.104,-1.259111,-0.166905,-1.104,-1.256256,-0.110581
-1.108,-1.267676,-0.164063,-1.108,-1.264821,-0.116265
-1.113,-1.273387,-0.171039,-1.113,-1.273387,-0.118849
-1.118,-1.281952,-0.171555,-1.118,-1.281952,-0.11239
-1.123,-1.287662,-0.16458,-1.123,-1.287662,-0.112648
-1.128,-1.293372,-0.173622,-1.128,-1.293372,-0.118332
-1.133,-1.304793,-0.174139,-1.133,-1.301938,-0.114198
-1.138,-1.310503,-0.170264,-1.138,-1.313358,-0.111873
-1.143,-1.319069,-0.170005,-1.143,-1.319069,-0.117298
-1.147,-1.324779,-0.174398,-1.147,-1.327634,-0.119624
-1.152,-1.333344,-0.174139,-1.152,-1.333344,-0.112648
-1.157,-1.339054,-0.168713,-1.157,-1.339054,-0.114973
-1.162,-1.350475,-0.17724,-1.162,-1.34762,-0.119624
-1.167,-1.356185,-0.177756,-1.167,-1.35333,-0.114456
-1.172,-1.364751,-0.172072,-1.172,-1.364751,-0.112906
-1.177,-1.373316,-0.175173,-1.177,-1.373316,-0.118849
-1.182,-1.379026,-0.178273,-1.182,-1.381881,-0.11859
-1.187,-1.387592,-0.17724,-1.187,-1.390447,-0.112131
-1.191,-1.399012,-0.172589,-1.191,-1.396157,-0.117298
-1.196,-1.404722,-0.179823,-1.196,-1.404722,-0.120399
-1.201,-1.413288,-0.180857,-1.201,-1.413288,-0.114198
-1.206,-1.418998,-0.173364,-1.206,-1.418998,-0.113423
-1.211,-1.427563,-0.181632,-1.211,-1.427563,-0.119624
-1.216,-1.436129,-0.18189,-1.216,-1.436129,-0.116265
-1.221,-1.441839,-0.179048,-1.221,-1.441839,-0.11239
-1.226,-1.450404,-0.176464,-1.226,-1.450404,-0.117557
-1.23,-1.45897,-0.182149,-1.23,-1.456115,-0.120399
-1.235,-1.46468,-0.182407,-1.235,-1.467535,-0.113423
-1.24,-1.473245,-0.175689,-1.24,-1.473245,-0.114456
-1.245,-1.478956,-0.184732,-1.245,-1.481811,-0.120657
-1.25,0.505357,0.451625,-1.25,0.502502,0.419329
-1.255,0.499647,0.923919,-1.255,0.496792,0.488055
-1.26,0.488227,1.109943,-1.26,0.488227,0.510533
-1.265,0.479661,1.192104,-1.265,0.482516,0.523709
-1.27,0.473951,1.391563,-1.27,0.473951,0.537661
-1.274,0.465386,1.452538,-1.274,0.465386,0.535853
-1.279,0.45682,1.57397,-1.279,0.45682,0.532235
-1.284,0.453965,1.635461,-1.284,0.45111,0.534302
-1.289,0.442545,1.718397,-1.289,0.442545,0.529652
-1.294,0.431124,1.812959,-1.294,0.431124,0.516733
-1.299,0.425414,1.815026,-1.299,0.425414,0.509499
-1.304,0.416849,1.943176,-1.304,0.416849,0.50459
-1.309,0.411138,1.951444,-1.309,0.411138,0.489605
-1.313,0.402573,1.992782,-1.313,0.402573,0.476945
-1.318,0.394008,2.045231,-1.318,0.396863,0.471778
-1.323,0.385442,2.058924,-1.323,0.388297,0.459118
-1.328,0.379732,2.11654,-1.328,0.379732,0.441807
-1.333,0.371166,2.099746,-1.333,0.371166,0.434056
-1.338,0.362601,2.11654,-1.338,0.362601,0.423205
-1.343,0.354036,2.11654,-1.343,0.354036,0.405894
-1.348,0.348325,2.11654,-1.348,0.348325,0.392459
-1.353,0.33976,2.11654,-1.353,0.33976,0.385225
-1.357,0.33405,2.11654,-1.357,0.33405,0.370239
-1.362,0.325484,2.11654,-1.362,0.322629,0.353962
-1.367,0.316919,2.11654,-1.367,0.316919,0.346728
-1.372,0.308354,2.11654,-1.372,0.308354,0.336652
-1.377,0.302643,2.11654,-1.377,0.302643,0.318824
-1.382,0.294078,2.11654,-1.382,0.291223,0.307456
-1.387,0.285513,2.11654,-1.387,0.285513,0.301514
-1.392,0.276947,2.11654,-1.392,0.276947,0.285754
-1.396,0.268382,2.11654,-1.396,0.268382,0.27206
-1.401,0.262672,2.11654,-1.401,0.262672,0.266893
-1.406,0.254106,2.11654,-1.406,0.254106,0.256817
-1.411,0.245541,2.11654,-1.411,0.248396,0.241056
-1.416,0.236976,2.11654,-1.416,0.236976,0.233563
-1.421,0.231265,2.11654,-1.421,0.231265,0.226588
-1.426,0.2227,2.11654,-1.426,0.2227,0.212119
-1.431,0.21699,2.11654,-1.431,0.21699,0.199976
-1.436,0.205569,2.11654,-1.436,0.208424,0.197651
-1.44,0.199859,2.096387,-1.44,0.199859,0.187316
-1.445,0.191293,2.099488,-1.445,0.191293,0.171555
-1.45,0.182728,2.058666,-1.45,0.182728,0.168713
-1.455,0.177018,2.066159,-1.455,0.174163,0.163288
-1.46,0.165597,2.043422,-1.46,0.165597,0.148302
-1.465,0.159887,1.994074,-1.465,0.159887,0.140551
-1.47,0.151322,2.016035,-1.47,0.151322,0.13926
-1.475,0.145611,1.969788,-1.475,0.145611,0.12815
-1.479,0.134191,1.957128,-1.479,0.134191,0.11704
-1.484,0.128481,1.931549,-1.484,0.128481,0.11549
-1.489,0.12277,1.916306,-1.489,0.12277,0.110323
-1.494,0.114205,1.901837,-1.494,0.114205,0.097146
-1.499,0.10564,1.850939,-1.499,0.10564,0.093012
-1.504,0.097074,1.867474,-1.504,0.099929,0.09172
-1.509,0.088509,1.825361,-1.509,0.088509,0.080094
-1.514,0.082799,1.796165,-1.514,0.082799,0.071826
-1.519,0.074233,1.786864,-1.519,0.077088,0.073376
-1.523,0.065668,1.751468,-1.523,0.068523,0.066142
-1.528,0.057103,1.745525,-1.528,0.057103,0.055807
-1.533,0.051392,1.699795,-1.533,0.051392,0.055032
-1.538,0.039972,1.697728,-1.538,0.042827,0.05219
-1.543,0.034262,1.670341,-1.543,0.037117,0.041597
-1.548,0.025696,1.630036,-1.548,0.028551,0.035913
-1.553,0.019986,1.633136,-1.553,0.019986,0.03798
-1.558,0.011421,1.591797,-1.558,0.011421,0.029454
-1.563,0.00571,1.578879,-1.563,0.00571,0.021444
-1.567,-0.002855,1.543483,-1.567,-0.002855,0.022736
-1.572,-0.011421,1.528497,-1.572,-0.011421,0.020411
-1.577,-0.019986,1.509895,-1.577,-0.019986,0.01111
-1.582,-0.025696,1.465973,-1.582,-0.025696,0.007751
-1.587,-0.034262,1.46959,-1.587,-0.034262,0.010335
-1.592,-0.039972,1.432385,-1.592,-0.039972,0.001809
-1.597,-0.051392,1.409649,-1.597,-0.051392,-0.003876
-1.602,-0.057103,1.390788,-1.602,-0.057103,-0.001033
-1.606,-0.065668,1.363659,-1.606,-0.065668,-0.004392
-1.611,-0.074233,1.348674,-1.611,-0.071378,-0.012918
-1.616,-0.082799,1.30656,-1.616,-0.079944,-0.011885
-1.621,-0.091364,1.306302,-1.621,-0.088509,-0.01266
-1.626,-0.097074,1.275815,-1.626,-0.094219,-0.020411
-1.631,-0.10564,1.244811,-1.631,-0.102785,-0.025062
-1.636,-0.11135,1.236285,-1.636,-0.11135,-0.021186
-1.641,-0.119915,1.204506,-1.641,-0.119915,-0.025578
-1.646,-0.128481,1.189779,-1.646,-0.125626,-0.033071
-1.65,-0.137046,1.155157,-1.65,-0.134191,-0.030487
-1.655,-0.142756,1.145856,-1.655,-0.142756,-0.030746
-1.66,-0.154177,1.123378,-1.66,-0.151322,-0.039013
-1.665,-0.159887,1.084882,-1.665,-0.159887,-0.040822
-1.67,-0.168452,1.084882,-1.67,-0.165597,-0.036946
-1.675,-0.177018,1.054653,-1.675,-0.177018,-0.043664
-1.68,-0.182728,1.030625,-1.68,-0.182728,-0.048315
-1.685,-0.194149,1.010472,-1.685,-0.191293,-0.044181
-1.689,-0.199859,0.994712,-1.689,-0.199859,-0.045214
-1.694,-0.208424,0.973784,-1.694,-0.208424,-0.053224
-1.699,-0.214135,0.940455,-1.699,-0.214135,-0.051932
-1.704,-0.2227,0.938905,-1.704,-0.2227,-0.049865
-1.709,-0.231265,0.911518,-1.709,-0.231265,-0.057099
-1.714,-0.239831,0.884906,-1.714,-0.239831,-0.060458
-1.719,-0.245541,0.874571,-1.719,-0.245541,-0.055032
-1.724,-0.251251,0.85416,-1.724,-0.251251,-0.057357
-1.729,-0.259817,0.833749,-1.729,-0.259817,-0.065108
-1.733,-0.265527,0.806362,-1.733,-0.265527,-0.06175
-1.738,-0.276947,0.80197,-1.738,-0.274092,-0.060458
-1.743,-0.285513,0.777684,-1.743,-0.285513,-0.06795
-1.748,-0.291223,0.750039,-1.748,-0.291223,-0.070017
-1.753,-0.299788,0.744871,-1.753,-0.299788,-0.06485
-1.758,-0.308354,0.721618,-1.758,-0.308354,-0.070017
-1.763,-0.316919,0.702499,-1.763,-0.316919,-0.074151
-1.768,-0.322629,0.68183,-1.768,-0.322629,-0.070017
-1.772,-0.33405,0.670462,-1.772,-0.331195,-0.069759
-1.777,-0.33976,0.651342,-1.777,-0.336905,-0.076477
-1.782,-0.34547,0.626023,-1.782,-0.348325,-0.076477
-1.787,-0.356891,0.620855,-1.787,-0.356891,-0.071826
-1.792,-0.362601,0.600961,-1.792,-0.362601,-0.078027
-1.797,-0.371166,0.580292,-1.797,-0.371166,-0.081386
-1.802,-0.379732,0.566081,-1.802,-0.376877,-0.07596
-1.807,-0.385442,0.552646,-1.807,-0.385442,-0.076993
-1.812,-0.394008,0.535336,-1.812,-0.394008,-0.082936
-1.816,-0.399718,0.513375,-1.816,-0.399718,-0.08061
-1.821,-0.408283,0.507691,-1.821,-0.411138,-0.078802
-1.826,-0.416849,0.49038,-1.826,-0.416849,-0.084486
-1.831,-0.422559,0.469452,-1.831,-0.425414,-0.086811
